request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_203,1442.1,not_affordable,not_recommended,none,2025-05-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000.0,2024-03-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_206,1404.7,not_affordable,not_recommended,none,2025-08-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_207,11830.0,affordable_now,full_payment,2026-07-05:11830.0,2026-07-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_208,4413000.0,affordable_now,full_payment,2024-06-07:4413000.0,2024-06-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_209,8625.099999999999,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_210,1360.02,not_affordable,not_recommended,none,2026-04-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_211,1227.8899999999999,not_affordable,not_recommended,none,2024-09-15,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_212,22344000.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_213,3362.4,not_affordable,not_recommended,none,2026-01-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_214,69750.0,not_affordable,not_recommended,none,2024-12-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_215,29986.0,not_affordable,not_recommended,none,2025-05-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_216,1166.8000000000002,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_217,31601.97,not_affordable,not_recommended,none,2024-03-15,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_218,37942414.8,not_affordable,not_recommended,none,2025-08-15,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_219,1673.1,not_affordable,not_recommended,none,2026-04-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_220,307.31999999999994,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800.0,2025-11-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078.0,2026-01-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_224,10327000.0,not_affordable,not_recommended,none,2025-02-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_225,18120459.6,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000.0,2024-12-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_227,42755.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_228,10557350.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_229,727.52,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_231,35706.0,not_affordable,not_recommended,none,2026-01-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_232,1869.3999999999996,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_233,6241000.0,not_affordable,not_recommended,none,2025-11-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_234,528.5999999999999,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_236,14404850.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.0,2026-04-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_238,663.6,not_affordable,not_recommended,none,2024-12-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_239,642.0,affordable_now,full_payment,2025-05-04:642.0,2025-05-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_240,37400.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_241,21052000.0,not_affordable,not_recommended,none,2024-03-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_242,369.4000000000001,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.0,2026-07-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918.0,2024-06-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_245,65760.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_246,64086.0,not_affordable,not_recommended,none,2026-04-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_248,1507.3600000000001,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_249,342.4,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_250,28820.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_252,9110500.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_253,2143.5699999999997,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_254,1759.6000000000004,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.0,2026-04-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_256,218700.0,not_affordable,not_recommended,none,2024-06-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_259,627.3,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000.0,2024-12-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_263,13750.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_264,39795.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970.0,2024-03-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_266,935.0,not_affordable,not_recommended,none,2025-08-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_267,1925.0,not_affordable,not_recommended,none,2026-01-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_268,1512.52,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_269,15490.0,affordable_now,full_payment,2025-11-04:15490.0,2025-11-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_270,535.4000000000001,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_271,84760.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_272,8815924.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_273,13372200.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_274,2713.7,not_affordable,not_recommended,none,2024-12-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.0,2025-05-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
